,code,label,level
7342,40 76 43,Carbon Monoxide Analyzers,4
7343,40 76 53,Dewpoint/Moisture Analyzers,4
7344,40 76 56,Gas Density Analyzers,4
7345,40 76 63,Flue Gas Analyzers,4
7346,40 76 66,NO/NOX Analyzers,4
7347,40 76 73,Hydrocarbon Analyzers,4
7348,40 76 76,Gas Chromatograph Analyzers,4
7349,40 76 79,Vapor Pressure Analyzers,4
7350,40 76 83,Mass Spectrometers,4
7351,40 77 00,Position and Motion Measurement,3
7352,40 77 13,Acceleration Measurement Devices,4
7353,40 77 16,Proximity Measurement Devices,4
7354,40 77 19,Vibration Velocity Measurement Devices,4
7355,40 77 23,Vibration Monitoring Systems,4
7356,40 77 26,"Position, Speed, and Motion Measurement Devices",4
7357,40 78 00,Panel Mounted Instruments,3
7358,40 78 13,Indicators and Meters,4
7359,40 78 16,Indicating Lights,4
7360,40 78 19,Switches and Push Buttons,4
7361,40 78 23,Potentiometers and Manual Controllers,4
7362,40 78 26,Chart Recorders,4
7363,40 78 33,Annunciators,4
7364,40 78 43,Single-Loop Controllers,4
7365,40 78 53,Relays,4
7366,40 78 56,"Isolators, Intrinsically-Safe Barriers, and Surge Suppressors",4
7367,40 78 59,Power Supplies,4
7368,40 78 63,Alarm Dialers,4
7369,40 79 00,"Miscellaneous Instruments, Calibration Equipment, Instrument Valves, and Fittings",3
7370,40 79 13,Nuclear Mass-Measuring Scales,4
7371,40 79 23,Instrument Calibration Equipment,4
7372,40 79 26,Instrument Programming Equipment,4
7373,40 79 33,Current-to-Pressure Converters,4
7374,40 79 36,Voltage-to-Pressure Converters,4
7375,40 79 39,Signal Conditioners and Converters,4
7376,40 79 43,Deadweight Testers,4
7377,40 79 46,Flame Scanners,4
7378,40 79 63,Instrument Tubing,4
7379,40 79 66,"Instrument Valve Manifolds, Valves, and Fittings",4
7380,40 80 00,Commissioning of Process Systems,2
7381,40 90 00,Primary Control Devices,2
7382,40 91 00,Primary Control Valves,3
7383,40 91 13,Electrically-Operated Primary Control Valves,4
7384,40 91 16,Hydraulically-Operated Primary Control Valves,4
7385,40 91 19,Pneumatically-Operated Primary Control Valves,4
7386,40 91 23,Solenoid Primary Control Valves,4
7387,40 91 26,Specialty Primary Control Valves,4
7388,40 92 00,Self-Contained Flow Controllers,3
7389,40 93 00,Linear Actuators and Positioners,3
7390,40 94 00,Self-Contained Pressure Regulators,3
7391,40 95 00,Rotary Actuators,3
7392,40 96 00,Saturable Core Reactors,3
7393,40 97 00,Variable Frequency Drives,3
7394,41 00 00,Material Processing and Handling Equipment,1
7395,41 01 00,Operation and Maintenance of Material Processing and Handling Equipment,3
7396,41 01 52,Operation and Maintenance of Bulk Materials Storage,4
7397,41 01 52.13,Storage Bin and Hopper Cleaning,5
7398,41 01 52.16,Silo Cleaning,5
7399,41 05 00,Common Work Results for Material Processing and Handling Equipment,3
7400,41 05 05,Selective Demolition for Material Processing and Handling Equipment,4
7401,41 06 00,Schedules for Material Processing and Handling Equipment,3
7402,41 06 10,Schedules for Bulk Material Processing Equipment,4
7403,41 06 20,Schedules for Piece Material Handling Equipment,4
7404,41 06 30,Schedules for Manufacturing Equipment,4
7405,41 06 40,Schedules for Container Processing and Packaging,4
7406,41 06 50,Schedules for Material Storage,4
7407,41 06 60,Schedules for Mobile Plant Equipment,4
7408,41 08 00,Commissioning of Material Processing and Handling Equipment,3
7409,41 08 10,Commissioning of Bulk Material Processing Equipment,4
7410,41 08 20,Commissioning of Piece Material Handling Equipment,4
7411,41 08 30,Commissioning of Manufacturing Equipment,4
7412,41 08 40,Commissioning of Container Processing and Packaging,4
7413,41 08 50,Commissioning of Material Storage,4
7414,41 08 60,Commissioning of Mobile Plant Equipment,4
7415,41 10 00,Bulk Material Processing Equipment,2
7416,41 11 00,Bulk Material Sizing Equipment,3
7417,41 11 13,Bulk Material Agglomerators,4
7418,41 11 16,Bulk Material Air Mill Classifiers,4
7419,41 11 19,Bulk Material Centrifuges,4
7420,41 11 23,Bulk Material Crushers,4
7421,41 11 26,Bulk Material Cyclones,4
7422,41 11 29,Bulk Material Fluid Bed Separators,4
7423,41 11 33,Bulk Material Grinders,4
7424,41 11 36,Bulk Material Homogenizers,4
7425,41 11 39,Bulk Material Lump Breakers,4
7426,41 11 43,Bulk Material Mills,4
7427,41 11 46,Bulk Material Pulverizers,4
7428,41 11 49,Bulk Material Screens,4
7429,41 11 53,Bulk Material Shredders,4
7430,41 11 56,Bulk Material Sieves,4
7431,41 12 00,Bulk Material Conveying Equipment,3
7432,41 12 13,Bulk Material Conveyors,4
7433,41 12 13.13,Airslide Bulk Material Conveyors,5
7434,41 12 13.16,Auger Bulk Material Conveyors,5
7435,41 12 13.19,Belt Bulk Material Conveyors,5
7436,41 12 13.23,Container Bulk Material Conveyors,5
7437,41 12 13.26,Drag Chain Bulk Material Conveyors,5
7438,41 12 13.29,Hopper Bulk Material Conveyors,5
7439,41 12 13.33,Reciprocating Bulk Material Conveyors,5
7440,41 12 13.36,Screw Bulk Material Conveyors,5
7441,41 12 13.39,Stacking and Reclaim Bulk Material Conveyors,5
7442,41 12 13.43,Trough Bulk Material Conveyors,5
7443,41 12 13.46,Tube Bulk Material Conveyors,5
7444,41 12 13.49,Vibratory Bulk Material Conveyors,5
7445,41 12 13.53,Weigh-Belt Bulk Material Conveyors,5
7446,41 12 16,Bucket Elevators,4
7447,41 12 19,Pneumatic Conveyors,4
7448,41 12 19.13,Dense Phase Pneumatic Conveyors,5
7449,41 12 19.16,Dilute Phase Pneumatic Conveyors,5
7450,41 13 00,Bulk Material Feeders,3
7451,41 13 13,Bin Activators/Live Bin Bottoms,4
7452,41 13 23,Feeders,4
7453,41 13 23.13,Airlock Bulk Material Feeders,5
7454,41 13 23.16,Apron Bulk Material Feeders,5
7455,41 13 23.19,Rotary-Valve Bulk Material Feeders,5
7456,41 13 23.23,Screw Bulk Material Feeders,5
7457,41 13 23.26,Vibratory Bulk Material Feeders,5
7458,41 13 23.29,Volumetric Bulk Material Feeders,5
7459,41 13 23.33,Weigh Bulk Material Feeders,5
7460,41 14 00,Batching Equipment,3
7461,41 14 13,Bag-Handling Batching Equipment,4
7462,41 14 16,Batch Cars/Transports,4
7463,41 14 19,Batch Hoppers,4
7464,41 14 23,Bulk Bag-Handling Batching Equipment,4
7465,41 14 26,Blenders,4
7466,41 14 29,Drum-Handling Batching Equipment,4
7467,41 14 33,Mixers,4
7468,41 14 36,Weigh Scales,4
7469,41 20 00,Piece Material Handling Equipment,2
7470,41 21 00,Conveyors,3
7471,41 21 13,Automatic Guided Vehicle Systems,4
7472,41 21 23,Piece Material Conveyors,4
7473,41 21 23.13,Belt Piece Material Conveyors,5
7474,41 21 23.16,Container Piece Material Conveyors,5
7475,41 21 23.19,Drag-Chain Piece Material Conveyors,5
7476,41 21 23.23,Hopper Piece Material Conveyors,5
7477,41 21 23.26,Monorail Piece Material Conveyors,5
7478,41 21 23.29,Power and Free Piece Material Conveyors,5
7479,41 21 23.33,Reciprocating Piece Material Conveyors,5
7480,41 21 23.36,Roller Piece Material Conveyors,5
7481,41 21 23.39,Vibratory Piece Material Conveyors,5
7482,41 21 23.43,Walking-Beam Piece Material Conveyors,5
7483,41 21 23.46,Weigh-Belt Piece Material Conveyors,5
7484,41 21 23.53,Postal Conveyors,5
7485,41 21 26,Piece Material Diverter Gates,4
7486,41 21 29,Piece Material Gravity Slides,4
7487,41 21 33,Piece Material Transfer Cars,4
7488,41 21 36,Piece Material Turntables,4
7489,41 21 39,Piece Material Feeders,4
7490,41 21 39.13,Piece Material Vibratory Feeders,5
7491,41 22 00,Cranes and Hoists,3
7492,41 22 13,Cranes,4
7493,41 22 13.13,Bridge Cranes,5
7494,41 22 13.16,Gantry Cranes,5
7495,41 22 13.19,Jib Cranes,5
7496,41 22 13.23,Mobile Cranes,5
7497,41 22 13.26,Tower Cranes,5
7498,41 22 13.29,Specialty Cranes,5
7499,41 22 23,Hoists,4
7500,41 22 23.13,Fixed Hoists,5
7501,41 22 23.16,Portable Hoists,5
7502,41 22 23.19,Monorail Hoists,5
7503,41 22 23.23,Specialty Hoists,5
7504,41 22 33,Derricks,4
7505,41 23 00,Lifting Devices,3
7506,41 23 13,Clamps,4
7507,41 23 16,Grabs,4
7508,41 23 19,Hooks,4
7509,41 23 23,Lifts,4
7510,41 23 26,Slings,4
7511,41 23 29,Spreader Bars/Beams,4
7512,41 23 33,Tongs,4
7513,41 24 00,Specialty Material Handling Equipment,3
7514,41 24 13,Aeration Devices,4
7515,41 24 16,Bin Vibrators,4
7516,41 24 19,Dehydrators,4
7517,41 24 23,Hydrators,4
7518,41 24 26,Hydraulic Power Systems,4
7519,41 24 29,Lubrication Systems,4
7520,41 24 33,Magnetic Separators,4
7521,41 24 36,Metal Detectors,4
7522,41 24 39,Railcar Movers,4
7523,41 24 43,Turnheads/Distributors,4
7524,41 24 46,Sorting Machines,4
7525,41 24 46.13,Postal Sorting Machines,5
7526,41 30 00,Manufacturing Equipment,2
7527,41 31 00,Manufacturing Lines and Equipment,3
7528,41 31 13,Manufacturing Lines,4
7529,41 31 13.13,Assembly Lines,5
7530,41 31 13.16,Casting Lines,5
7531,41 31 13.19,Coating Lines,5
7532,41 31 13.23,Converting Lines,5
7533,41 31 13.26,Disassembly Lines,5
7534,41 31 13.29,Extrusion Lines,5
7535,41 31 13.33,Machining Lines,5
7536,41 31 13.36,Molding Lines,5
7537,41 31 13.39,Finishing/Painting Lines,5
7538,41 31 13.43,Painting Lines,5
7539,41 31 13.46,Pickling Lines,5
7540,41 31 13.49,Plating Lines,5
7541,41 31 13.53,Polishing Lines,5
7542,41 31 13.56,Press Lines,5
7543,41 31 13.59,Rolling/Calendaring Lines,5
7544,41 31 13.63,Web Processing Lines,5
7545,41 31 16,Pick and Place Systems,4
7546,41 31 19,Manufacturing-Line Robots,4
7547,41 31 23,Specialty Assembly Machines,4
7548,41 32 00,Forming Equipment,3
7549,41 32 13,Bending Equipment,4
7550,41 32 16,Blow-Molding Equipment,4
7551,41 32 19,Brake-Forming Equipment,4
7552,41 32 23,Cold-Forming Equipment,4
7553,41 32 26,Die-Casting Equipment,4
7554,41 32 29,Drawing Equipment,4
7555,41 32 33,Electroforming Equipment,4
7556,41 32 36,Forging Equipment,4
7557,41 32 39,Extruding Equipment,4
7558,41 32 43,Metal-Spinning Equipment,4
7559,41 32 46,Piercing Equipment,4
7560,41 32 49,Powder Metal-Forming Equipment,4
7561,41 32 53,Pressing Equipment,4
7562,41 32 56,Roll-Forming Equipment,4
7563,41 32 59,Shearing Equipment,4
7564,41 32 63,Spinning Equipment,4
7565,41 32 66,Stretching/Leveling Equipment,4
7566,41 32 69,Swaging Equipment,4
7567,41 33 00,Machining Equipment,3
7568,41 33 13,Automatic Screw Machining Equipment,4
7569,41 33 16,Boring Equipment,4
7570,41 33 19,Broaching Equipment,4
7571,41 33 23,Drilling Equipment,4
7572,41 33 26,Electro-Discharge Machining Equipment,4
7573,41 33 29,Grinding Equipment,4
7574,41 33 33,Hobbing Equipment,4
7575,41 33 36,Lapping Equipment,4
7576,41 33 39,Lathe Equipment,4
7577,41 33 43,Leveling Equipment,4
7578,41 33 46,Machining Center Equipment,4
7579,41 33 53,Milling Equipment,4
7580,41 33 53.13,Horizontal Milling Equipment,5
7581,41 33 53.16,Vertical Milling Equipment,5
7582,41 33 60,Multi-Axis Machine Equipment,4
7583,41 33 63,Planing Equipment,4
7584,41 33 66,Reaming Equipment,4
7585,41 33 69,Routing Equipment,4
7586,41 33 73,Sawing Equipment,4
7587,41 33 76,Shaping Equipment,4
7588,41 33 79,Threading Equipment,4
7589,41 34 00,Finishing Equipment,3
7590,41 34 13,Anodizing Equipment,4
7591,41 34 16,Barrel Tumbling Equipment,4
7592,41 34 23,Coating Equipment,4
7593,41 34 23.13,Diffusion Coating Equipment,5
7594,41 34 23.16,Dipping Coating Equipment,5
7595,41 34 23.19,Film Coating Equipment,5
7596,41 34 23.23,Phosphatizing Coating Equipment,5
7597,41 34 23.26,Plasma Coating Equipment,5
7598,41 34 23.29,Hardface Welding Coating Equipment,5
7599,41 34 23.33,Spray Painting Booth,5
7600,41 34 26,Deburring Equipment,4
7601,41 34 36,Electroplating Equipment,4
7602,41 34 46,Grinding Equipment,4
7603,41 34 49,Honing Equipment,4
7604,41 34 53,Lapping Equipment,4
7605,41 34 56,Shot Peening Equipment,4
7606,41 34 59,Superfinishing/Polishing Equipment,4
7607,41 35 00,Dies and Molds,3
7608,41 35 13,Dies,4
7609,41 35 13.13,Drawing Dies,5
7610,41 35 13.16,Extrusion Dies,5
7611,41 35 13.19,Press Dies,5
7612,41 35 13.23,Rotary Dies,5
7613,41 35 13.26,Rule Dies,5
7614,41 35 33,Molds,4
7615,41 36 00,Assembly and Testing Equipment,3
7616,41 36 13,Applicators,4
7617,41 36 13.13,Adhesive Applicators,5
7618,41 36 13.16,Lubricant Applicators,5
7619,41 36 13.19,Sealer Applicators,5
7620,41 36 16,Fixtures and Jigs,4
7621,41 36 19,Joining Equipment,4
7622,41 36 19.13,Adhesive Joining Equipment,5
7623,41 36 19.16,Arc-Welding Equipment,5
7624,41 36 19.19,Brazing Equipment,5
7625,41 36 19.23,Resistance-Welding Equipment,5
7626,41 36 19.26,Riveting Equipment,5
7627,41 36 19.29,Sintering Equipment,5
7628,41 36 19.33,Soldering Equipment,5
7629,41 36 23,Cutting Equipment,4
7630,41 36 23.13,Cutting Torches,5
7631,41 36 23.16,High-Pressure Water Cutting Equipment,5
7632,41 36 23.19,Laser Cutting Equipment,5
7633,41 36 23.23,Plasma Cutting Equipment,5
7634,41 36 26,Process Tools,4
7635,41 36 26.13,Air Process Tools,5
7636,41 36 26.16,Electric Process Tools,5
7637,41 36 26.19,Hydraulic Process Tools,5
7638,41 36 26.23,Manual Process Tools,5
7639,41 36 29,Manufacturing Measurement and Testing Equipment,4
7640,41 36 29.13,"Gages, Rules, and Blocks",5
7641,41 36 29.16,Penetrant Measurement and Testing Equipment,5
7642,41 36 29.19,Laser Measurement and Testing Equipment,5
7643,41 36 29.23,Magnaflux Measurement and Testing Equipment,5
7644,41 36 29.26,Optical Comparators,5
7645,41 36 29.29,Profilometers,5
7646,41 36 29.33,Radiograph Measurement and Testing Equipment,5
7647,41 36 29.36,Surface Tables,5
7648,41 36 29.39,Ultrasonic Measurement and Testing Equipment,5
7649,41 36 29.43,Test Weigh Scales,5
7650,41 40 00,Container Processing and Packaging,2
7651,41 41 00,Container Filling and Sealing,3
7652,41 41 13,Bulk Container Fillers/Packers,4
7653,41 41 16,Container Cappers,4
7654,41 41 19,Container Fillers,4
7655,41 41 19.13,Bag Fillers,5
7656,41 41 19.16,Box Fillers,5
7657,41 41 19.19,Bottle Fillers,5
7658,41 41 23,Container Sealers,4
7659,41 42 00,Container Packing Equipment,3
7660,41 42 13,Box Packing Equipment,4
7661,41 42 13.13,Box Makers,5
7662,41 42 13.16,Box Packers,5
7663,41 42 16,Bulk Material Loaders,4
7664,41 42 16.13,Container Bulk Material Loaders,5
7665,41 42 16.23,Truck Bulk Material Loaders,5
7666,41 42 16.26,Railcar Bulk Material Loaders,5
7667,41 42 16.29,Ship Bulk Material Loaders,5
7668,41 42 16.33,Barge Bulk Material Loaders,5
7669,41 42 19,Carton Packers,4
7670,41 42 23,Carton Sealers,4
7671,41 42 26,Carton Shrink Wrappers,4
7672,41 42 29,Carton Stackers,4
7673,41 43 00,Shipping Packaging,3
7674,41 43 13,Banding/Strapping Equipment,4
7675,41 43 16,Barcode Equipment,4
7676,41 43 16.13,Barcode Readers,5
7677,41 43 16.16,Barcode Printers,5
7678,41 43 19,Labeling Equipment,4
7679,41 43 23,Pallet Stacking/Wrapping Equipment,4
7680,41 50 00,Material Storage,2
7681,41 51 00,Automatic Material Storage,3
7682,41 51 13,Automatic Storage/Automatic Retrieval Systems,4
7683,41 52 00,Bulk Material Storage,3
7684,41 52 16.13,Concrete Flat-Bottom Silos,5
7685,41 52 16.16,Concrete Masonry Flat-Bottom Silos,5
7686,41 52 16.23,Concrete Cone-Bottom Silos,5
7687,41 52 16.26,Concrete Masonry Cone-Bottom Silos,5
7688,41 52 16.29,Steel Cone-Bottom Silos,5
7689,41 52 19,Bulk Materials Storage Tanks,4
7690,41 52 19.13,Stationary Bulk Materials Storage Tanks,5
7691,41 52 19.33,Mobile Bulk Materials Storage Tanks,5
7692,41 52 41,"Pneumatic, Block-Distributed Materials Fluidizing System for Flat-Bottom Bins and Silos",4
7693,41 52 43,Aerated Trough Materials Fluidizing System for Flat-Bottom Bins and Silos,4
7694,41 52 46,Pad-Mounted Aerated Disc Materials Fluidizing System for Cone-Bottom Bins and Silos,4
7695,41 53 00,Storage Equipment and Systems,3
7696,41 53 13,Storage Cabinets,4
7697,41 53 16,Container Storage Systems,4
7698,41 53 19,Flat Files,4
7699,41 53 23,Storage Racks,4
7700,41 53 23.13,Mobile Storage Racks,5
7701,41 53 26,Mezzanine Storage Systems,4
7702,41 60 00,Mobile Plant Equipment,2
7703,41 61 00,Mobile Earth Moving Equipment,3
7704,41 61 13,Backhoes,4
7705,41 61 16,Bulldozers,4
7706,41 61 19,Compactors,4
7707,41 61 23,Excavators,4
7708,41 61 26,Graders,4
7709,41 61 29,Payloaders,4
7710,41 61 33,Trenchers,4
7711,41 62 00,Trucks,3
7712,41 62 13,Cement Mixer Trucks,4
7713,41 62 16,Dump Trucks,4
7714,41 62 19,Flatbed Trucks,4
7715,41 62 23,Forklift Trucks,4
7716,41 62 26,Pickup Trucks,4
7717,41 62 29,Tank Trucks,4
7718,41 63 00,General Vehicles,3
7719,41 63 13,Bicycles,4
7720,41 63 16,Carts,4
7721,41 63 19,Maintenance Vehicles,4
7722,41 63 23,Utility Vehicles,4
7723,41 63 26,Vans,4
7724,41 63 29,Wagons,4
7725,41 64 00,Rail Vehicles,3
7726,41 64 13,Locomotives,4
7727,41 64 13.13,Diesel Locomotives,5
7728,41 64 13.23,Electric Locomotives,5
7729,41 64 16,Mobile Railcar Movers,4
7730,41 65 00,Mobile Support Equipment,3
7731,41 65 13,Mobile Air Compressors,4
7732,41 65 16,Mobile Generators,4
7733,41 65 19,Mobile Welders,4
7734,41 66 00,Miscellaneous Mobile Equipment,3
7735,41 66 13,Mobile Boring and Drilling Rigs,4
7736,41 66 16,Mobile Lifts and Cherrypickers,4
7737,41 66 19,Mobile Paving Equipment,4
7738,41 66 23,Mobile Sweepers/Vacuums,4
7739,41 67 00,Plant Maintenance Equipment,3
7740,41 67 13,Plant Lube Oil System,4
7741,41 67 16,Plant Fall Protection Equipment,4
7742,41 67 19,Plant Safety Equipment,4
7743,41 67 23,Plant Maintenance Tools,4
7744,41 67 26,Plant Maintenance Washing Equipment,4
7745,42 00 00,"Process Heating, Cooling, and Drying Equipment",1
7746,42 01 00,"Operation and Maintenance of Process Heating, Cooling, and Drying Equipment",3
7747,42 01 10,Operation and Maintenance of Process Heating Equipment,4
7748,42 01 20,Operation and Maintenance of Process Cooling Equipment,4
7749,42 01 30,Operation and Maintenance of Process Drying Equipment,4
7750,42 05 00,"Common Work Results for Process Heating, Cooling, and Drying Equipment",3
7751,42 05 05,"Selective Demolition for Process Heating, Cooling, and Drying Equipment",4
7752,42 06 00,"Schedules for Process Heating, Cooling, and Drying Equipment",3
7753,42 06 10,Schedules for Process Heating Equipment,4
7754,42 06 20,Schedules for Process Cooling Equipment,4
7755,42 06 30,Schedules for Process Drying Equipment,4
7756,42 08 00,"Commissioning of Process Heating, Cooling, and Drying Equipment",3
7757,42 08 10,Commissioning of Heating Equipment,4
7758,42 08 20,Commissioning of Cooling Equipment,4
7759,42 08 30,Commissioning of Drying Equipment,4
7760,42 10 00,Process Heating Equipment,2
7761,42 11 00,Process Boilers,3
7762,42 11 13,Low-Pressure Process Boilers,4
7763,42 11 16,Intermediate-Pressure Process Boilers,4
7764,42 11 19,High-Pressure Process Boilers,4
7765,42 11 23,Specialty Process Boilers,4
7766,42 12 00,Process Heaters,3
7767,42 12 13,Electric Process Heaters,4
7768,42 12 16,Fuel-Fired Process Heaters,4
7769,42 12 19,Thermoelectric Process Heaters,4
7770,42 12 23,Solar Process Heaters,4
7771,42 12 26,Specialty Process Heaters,4
7772,42 13 00,Industrial Heat Exchangers and Recuperators,3
7773,42 13 13,Industrial Gas-to-Gas Heat Exchangers,4
7774,42 13 16,Industrial Liquid-to-Gas/Gas-to-Liquid Heat Exchangers,4
7775,42 13 19,Industrial Liquid-to-Liquid Heat Exchangers,4
7776,42 13 23,Industrial Gas Radiation Heat Exchangers,4
7777,42 13 26,Industrial Solar Radiation Heat Exchangers,4
7778,42 14 00,Industrial Furnaces,3
7779,42 14 13,Annealing Furnaces,4
7780,42 14 16,Atmosphere Generators,4
7781,42 14 19,Industrial Baking Furnaces,4
